Số điện thoại,Trace ID,Request,Kênh đăng nhập,Thiết bị,Os,OsVersion,AppVersion,IMei,Trạng thái,Ngày yêu cầu,Ngày phản hồi,IPRequest,ResCode,Description,MsgCode,DescDetail,MID,MDESC,Phân loại dịch vụ bậc 1,Phân loại dịch vụ bậc 2
xxxxxxxx96,656349474525323,10,"PREMB_10.53.93.63:9080, MB_10.53.93.71:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:52,2023-11-06 17:51:51,171.252.155.151:9530|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,989024685483622,10,"PREMB_10.53.93.136:9080, MB_10.53.93.71:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:49,2023-11-06 17:51:48,171.252.155.151:54699|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,94652825517278,59,"PREMB_10.53.93.56:9080, MB_10.53.93.68:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:41,2023-11-06 17:51:41,171.252.155.151:44979|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,23778824692762,1,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:40,2023-11-06 17:51:40,171.252.155.151:55004|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx96,174121379835545,59,"PREMB_10.53.93.54:9080, MB_10.53.93.68:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:24,2023-11-06 17:51:24,171.252.155.151:31915|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,747633444300449,10,"PREMB_10.53.93.64:9080, MB_10.53.93.73:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:11,2023-11-06 17:51:10,171.252.155.151:12275|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,41763608216157,1,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:51:09,2023-11-06 17:51:09,171.252.155.151:25151|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx96,366313597775097,59,"PREMB_10.53.93.56:9080, MB_10.53.93.68:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:50:27,2023-11-06 17:50:27,171.252.155.151:31291|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,587299293950951,59,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 17:50:25,2023-11-06 17:50:25,171.252.155.151:12904|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,508583979887051,103,"PREMB_10.53.93.116:9080, MB_10.53.93.121:8085",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:54,2023-11-06 11:04:53,171.252.155.151:26384|10.53.54.80_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx96,967672733275459,102,"PREMB_10.53.93.114:9080, MB_10.53.93.78:8085",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:44,2023-11-06 11:04:43,171.252.155.151:58853|10.53.54.78_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx96,482157241698833,33,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:30,2023-11-06 11:04:30,171.252.155.151:27456|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx96,889179133297462,202,"PREMB_10.53.93.127:9080, MB_10.53.93.137:8083",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:25,2023-11-06 11:04:25,171.252.155.151:48982|10.53.54.91_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx96,86450048399972,10,"PREMB_10.53.93.65:9080, MB_10.53.93.69:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:25,2023-11-06 11:04:25,171.252.155.151:49012|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,644595272848356,10,"PREMB_10.53.93.65:9080, MB_10.53.93.70:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:15,2023-11-06 11:04:15,171.252.155.151:61154|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,666680239333628,59,"PREMB_10.53.93.127:9080, MB_10.53.93.66:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:13,2023-11-06 11:04:13,171.252.155.151:5720|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,355226483604791,1,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:04:11,2023-11-06 11:04:11,171.252.155.151:17301|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx96,901049150452657,59,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:03:57,2023-11-06 11:03:57,171.252.155.151:21379|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,559531721332476,59,"PREMB_10.53.93.56:9080, MB_10.53.93.68:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 11:02:27,2023-11-06 11:02:27,171.252.155.151:58897|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,927887829533228,10,"PREMB_10.53.93.65:9080, MB_10.53.93.71:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:08:01,2023-11-06 09:08:01,171.252.155.151:15206|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,102320920992513,103,"PREMB_10.53.93.114:9080, MB_10.53.93.121:8085",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:56,2023-11-06 09:07:55,171.252.155.151:65426|10.53.54.73_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx96,119968870848122,102,"PREMB_10.53.93.61:9080, MB_10.53.93.120:8085",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:46,2023-11-06 09:07:45,171.252.155.151:38178|10.53.54.79_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx96,720971922027116,33,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:34,2023-11-06 09:07:34,171.252.155.151:50784|10.53.54.89_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx96,503504721546023,202,"PREMB_10.53.93.54:9080, MB_10.53.93.76:8083",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:28,2023-11-06 09:07:28,171.252.155.151:14710|10.53.54.82_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx96,121025951819961,10,"PREMB_10.53.93.63:9080, MB_10.53.93.72:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:27,2023-11-06 09:07:27,171.252.155.151:13479|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,724784313976573,10,"PREMB_10.53.93.64:9080, MB_10.53.93.73:8088",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:22,2023-11-06 09:07:22,171.252.155.151:63880|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx96,368251868038392,59,"PREMB_10.53.93.56:9080, MB_10.53.93.135:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:18,2023-11-06 09:07:18,171.252.155.151:43593|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx96,143597900205397,1,"PREMB_10.53.93.134:9080, MB_10.53.93.135:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:16,2023-11-06 09:07:16,171.252.155.151:38756|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx96,850754109413786,59,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",SM-A105G,ANDROID,29,5.2.19,###06c9f61ca7e332b9###00000000-3378-c3c9-ffff-ffffef05ac4a,Success,2023-11-06 09:07:02,2023-11-06 09:07:02,171.252.155.151:39424|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx41,875838616270589,230,"PREMB_10.53.93.55:9080, MB_10.53.93.83:8082",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:55,2023-11-06 07:36:55,171.254.145.40:57064|10.53.54.82_Prod,00,Thành công,00,,230,Lấy lịch sử topup,Thanh toán,Dịch vụ lịch sử Topup
xxxxxxxx41,394939233661638,10,"PREMB_10.53.93.63:9080, MB_10.53.93.71:8088",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:55,2023-11-06 07:36:55,171.254.145.40:50242|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx41,880816371389320,723,"PREMB_10.53.93.54:9080, MB_10.53.93.75:8083",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,False,2023-11-06 07:36:55,2023-11-06 07:36:55,171.254.145.40:28199|10.53.54.82_Prod,LOYALTY-15,Số dư tài khoản điểm của Khách hàng không đủ để thực hiện giao dịch đổi quà,LOYALTY-15,,723,Loyalty: kiểm tra điều kiện đổi quà omni,Dịch vụ khác,Dịch vụ khách hàng trung thành
xxxxxxxx41,987007931252075,231,"PREMB_10.53.93.127:9080, MB_10.53.93.83:8082",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:43,2023-11-06 07:36:43,171.254.145.40:46235|10.53.54.82_Prod,00,Thành công,00,,231,Thêm lịch sử topup,Thanh toán,Dịch vụ lịch sử Topup
xxxxxxxx41,617580627043456,116,"PREMB_10.53.93.58:9080, MB_10.53.93.80:8086",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:42,2023-11-06 07:36:41,171.254.145.40:4316|10.53.54.85_Prod,00,Success,00,,116,Xác nhận nạp tiền điện thoại,Dịch vụ khác,Dịch vụ nạp tiền điện thoại
xxxxxxxx41,272710202846338,115,"PREMB_10.53.93.57:9080, MB_10.53.93.79:8086",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:34,2023-11-06 07:36:33,171.254.145.40:13298|10.53.54.90_Prod,00,Thành công,INFO-00,,115,Khởi tạo nạp tiền điện thoại,Dịch vụ khác,Dịch vụ nạp tiền điện thoại
xxxxxxxx41,877801410889590,230,"PREMB_10.53.93.55:9080, MB_10.53.93.83:8082",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:29,2023-11-06 07:36:29,171.254.145.40:28954|10.53.54.82_Prod,00,Thành công,00,,230,Lấy lịch sử topup,Thanh toán,Dịch vụ lịch sử Topup
xxxxxxxx41,813118423920172,723,"PREMB_10.53.93.56:9080, MB_10.53.93.137:8083",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,False,2023-11-06 07:36:30,2023-11-06 07:36:29,171.254.145.40:10839|10.53.54.82_Prod,LOYALTY-15,Số dư tài khoản điểm của Khách hàng không đủ để thực hiện giao dịch đổi quà,LOYALTY-15,,723,Loyalty: kiểm tra điều kiện đổi quà omni,Dịch vụ khác,Dịch vụ khách hàng trung thành
xxxxxxxx41,130495019350190,10,"PREMB_10.53.93.136:9080, MB_10.53.93.70:8088",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:29,2023-11-06 07:36:29,171.254.145.40:22402|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx41,299586399642536,59,"PREMB_10.53.93.127:9080, MB_10.53.93.66:8081",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:22,2023-11-06 07:36:22,171.254.145.40:21334|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx41,692131237724935,31,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:22,2023-11-06 07:36:22,171.254.145.40:31335|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx41,787782786973687,1,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",vivo 1904,ANDROID,30,5.2.19,###bd3eddb176b2fd31###00000000-059a-ab42-ffff-ffffef05ac4a,Success,2023-11-06 07:36:20,2023-11-06 07:36:20,171.254.145.40:62898|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx26,77021245428416,59,"PREMB_10.53.93.127:9080, MB_10.53.93.66:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:29:14,2023-11-06 14:29:14,103.199.57.42:34712|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx26,731697577171142,59,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:29:08,2023-11-06 14:29:08,103.199.57.42:13076|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx26,474021302499198,103,"PREMB_10.53.93.62:9080, MB_10.53.93.77:8085",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:24:09,2023-11-06 14:24:08,103.199.57.42:58306|10.53.54.79_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx26,511685480052839,102,"PREMB_10.53.93.61:9080, MB_10.53.93.121:8085",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:57,2023-11-06 14:23:56,103.199.57.42:3310|10.53.54.73_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx26,802819710851302,33,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:49,2023-11-06 14:23:49,103.199.57.42:51767|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx26,461669736664838,202,"PREMB_10.53.93.55:9080, MB_10.53.93.75:8083",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:43,2023-11-06 14:23:43,103.199.57.42:24091|10.53.54.82_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx26,386487384639022,10,"PREMB_10.53.93.63:9080, MB_10.53.93.72:8088",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:43,2023-11-06 14:23:43,103.199.57.42:17892|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx26,921123782827414,10,"PREMB_10.53.93.65:9080, MB_10.53.93.71:8088",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:38,2023-11-06 14:23:38,103.199.57.42:29540|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx26,78624986668963,59,"PREMB_10.53.93.56:9080, MB_10.53.93.68:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:36,2023-11-06 14:23:36,103.199.57.42:24610|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx26,701463545598530,1,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:34,2023-11-06 14:23:34,103.199.57.42:13761|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx26,269123357026237,59,"PREMB_10.53.93.54:9080, MB_10.53.93.135:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:23,2023-11-06 14:23:23,103.199.57.42:23063|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx26,661014247890896,31,"PREMB_10.53.93.134:9080, MB_10.53.93.68:8081",vivo 1915,ANDROID,31,5.2.20,###0df9bb6693ac08da###ffffffff-9cac-d248-ffff-ffffef05ac4a,Success,2023-11-06 14:23:22,2023-11-06 14:23:22,103.199.57.42:59760|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx66,507878787674361,101,"PREMB_10.53.93.65:9080, MB_10.53.93.71:8088",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:22:22,2023-11-06 11:22:21,14.180.86.12:64047|10.53.54.72_Prod,00,Success,INFO-00,,101,Xác nhận chuyển khoản nội bộ,Chuyển tiền,Dịch vụ chuyển khoản nội bộ
xxxxxxxx66,753412618712074,100,"PREMB_10.53.93.136:9080, MB_10.53.93.72:8088",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:22:17,2023-11-06 11:22:17,14.180.86.12:57516|10.53.54.72_Prod,00,Thành công,INFO-00,,100,Khởi tạo chuyển khoản nội bộ,Chuyển tiền,Dịch vụ chuyển khoản nội bộ
xxxxxxxx66,551147502719526,225,"PREMB_10.53.93.55:9080, MB_10.53.93.83:8082",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:21:20,2023-11-06 11:21:20,14.180.86.12:11419|10.53.54.81_Prod,00,Thành công,00,,225,Lấy danh sách mẫu chuyển tiền,Danh bạ / mẫu,Dịch vụ mẫu chuyển tiền
xxxxxxxx66,656885401358268,10,"PREMB_10.53.93.65:9080, MB_10.53.93.70:8088",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:21:14,2023-11-06 11:21:14,14.180.86.12:4258|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx66,477878619871102,202,"PREMB_10.53.93.54:9080, MB_10.53.93.76:8083",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:21:14,2023-11-06 11:21:14,14.180.86.12:31587|10.53.54.82_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx66,583157187954941,10,"PREMB_10.53.93.63:9080, MB_10.53.93.73:8088",iPhone 13 Pro Max,IOS,16.3.1,5218,5602D521-436D-4501-B348-06444C057451,Success,2023-11-06 11:21:14,2023-11-06 11:21:14,14.180.86.12:40056|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
